symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
VEON,ALGO_EMA_RSI_ADX_BB_CGPT,12,11,1,0.3239,1.3333,1.7039,1.6960838389409791,0.9166666666666666,2023-10-26 17:00:00+00:00,17,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-18T14:00:00+00:00, 2023-09-20T13:30:00+00:00, 2023-09-22T13:30:00+00:00, 2023-09-22T21:00:00+00:00, 2023-09-26T14:30:00+00:00, 2023-09-27T14:00:00+00:00, 2023-10-03T17:00:00+00:00, 2023-10-03T21:30:00+00:00, 2023-10-04T20:00:00+00:00, 2023-10-06T16:30:00+00:00, 2023-10-06T19:30:00+00:00, 2023-10-26T14:00:00+00:00]","[2023-09-18T14:30:00+00:00, 2023-09-20T15:30:00+00:00, 2023-09-22T14:30:00+00:00, 2023-09-25T14:00:00+00:00, 2023-09-26T15:00:00+00:00, 2023-09-27T16:00:00+00:00, 2023-10-03T17:30:00+00:00, 2023-10-04T13:30:00+00:00, 2023-10-05T11:30:00+00:00, 2023-10-06T17:00:00+00:00, 2023-10-06T20:00:00+00:00, 2023-10-26T17:00:00+00:00]","[1.0, 1.0, 2.0, 3.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.22900000000000276, 0.6400000000000006, 0.03500000000000014, 0.4800000000000004, 0.030000000000001137, 0.18299999999999983, 0.4799999999999969, 1.0100000000000016, 0.379999999999999, 0.4400000000000013, 0.25, -0.2699999999999996]","[1.2261726279717433, 3.4316353887399496, 0.1828631138975974, 2.587601078167118, 0.15789473684211125, 0.9708222811671078, 2.398800599700134, 5.315789473684219, 2.040816326530607, 2.370689655172421, 1.3513513513513513, -1.5882352941176445]",2023-11-08 01:33:12,0.9748984258898055447929214963
OPRA,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.2027,1.0000,1.5959,1.4231169732731697,0.8571428571428571,2023-11-06 13:00:00+00:00,6,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-01T18:30:00+00:00, 2023-09-05T14:00:00+00:00, 2023-09-07T14:00:00+00:00, 2023-10-18T15:00:00+00:00, 2023-10-18T19:30:00+00:00, 2023-11-03T12:30:00+00:00, 2023-11-03T22:30:00+00:00]","[2023-09-01T19:00:00+00:00, 2023-09-05T14:30:00+00:00, 2023-09-07T14:30:00+00:00, 2023-10-18T15:30:00+00:00, 2023-10-18T20:00:00+00:00, 2023-11-03T13:00:00+00:00, 2023-11-06T13:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.12899999999999956, 0.20500000000000007, 0.21499999999999986, 0.08000000000000007, -0.009999999999999787, 0.4499999999999993, 0.34999999999999964]","[0.8874518436984009, 1.4231169732731697, 1.5135515663498758, 0.7104795737122565, -0.08912655971479311, 3.7846930193439805, 2.941176470588232]",2023-11-08 01:14:49,1.241905845951979804428159830
HBB,ALGO_EMA_RSI_ADX_BB_CGPT,9,8,1,0.1763,1.4444,1.4415,1.0887772194304923,0.8888888888888888,2023-10-31 19:00:00+00:00,12,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-15T17:00:00+00:00, 2023-09-19T13:30:00+00:00, 2023-09-21T17:00:00+00:00, 2023-09-26T15:00:00+00:00, 2023-09-26T18:00:00+00:00, 2023-09-26T20:00:00+00:00, 2023-09-29T14:30:00+00:00, 2023-10-24T20:00:00+00:00, 2023-10-31T14:00:00+00:00]","[2023-09-15T18:00:00+00:00, 2023-09-19T15:00:00+00:00, 2023-09-21T17:30:00+00:00, 2023-09-26T15:30:00+00:00, 2023-09-26T19:30:00+00:00, 2023-09-26T22:30:00+00:00, 2023-09-29T15:00:00+00:00, 2023-10-25T17:00:00+00:00, 2023-10-31T19:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 3.0, 2.0]","[0.35999999999999943, 0.08999999999999986, 0.09999999999999964, 0.23800000000000132, 0.0600000000000005, 0.14499999999999957, -0.040000000000000924, 0.13000000000000078, 0.5039999999999996]","[2.8503562945368124, 0.7137192704203003, 0.7968127490039812, 1.9330734243015055, 0.489795918367351, 1.173613921489272, -0.3273322422258668, 1.0887772194304923, 4.254600709100114]",2023-11-08 00:57:53,1.062066820815172669788346203
SMLP,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.2500,1.0000,1.3802,1.4293567894447388,0.8571428571428571,2023-11-06 18:30:00+00:00,6,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-10-02T19:30:00+00:00, 2023-10-16T13:30:00+00:00, 2023-10-19T19:30:00+00:00, 2023-10-26T17:00:00+00:00, 2023-10-26T18:00:00+00:00, 2023-10-27T18:00:00+00:00, 2023-11-06T18:00:00+00:00]","[2023-10-02T20:00:00+00:00, 2023-10-16T14:00:00+00:00, 2023-10-19T20:00:00+00:00, 2023-10-26T17:30:00+00:00, 2023-10-26T18:30:00+00:00, 2023-10-27T18:30:00+00:00, 2023-11-06T18:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.13000000000000078, 0.2699999999999996, 0.05000000000000071, 0.0, 0.5500000000000007, 0.259999999999998, 0.48999999999999844]","[0.9615384615384673, 1.4705882352941153, 0.2883506343713997, 0.0, 3.0303030303030347, 1.4293567894447388, 2.48101265822784]",2023-11-08 01:25:16,1.304052552030948005008170778
PANL,ALGO_EMA_RSI_ADX_BB_CGPT,9,9,0,0.0688,1.4444,1.1901,0.24834437086092187,1.0,2023-10-18 14:30:00+00:00,25,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-15T19:30:00+00:00, 2023-09-20T21:00:00+00:00, 2023-09-25T13:30:00+00:00, 2023-09-27T17:30:00+00:00, 2023-09-29T23:30:00+00:00, 2023-10-11T16:00:00+00:00, 2023-10-11T17:30:00+00:00, 2023-10-17T13:00:00+00:00, 2023-10-18T14:00:00+00:00]","[2023-09-15T20:00:00+00:00, 2023-09-20T23:30:00+00:00, 2023-09-25T14:00:00+00:00, 2023-09-27T18:30:00+00:00, 2023-10-02T13:30:00+00:00, 2023-10-11T16:30:00+00:00, 2023-10-11T18:00:00+00:00, 2023-10-17T14:00:00+00:00, 2023-10-18T14:30:00+00:00]","[1.0, 1.0, 1.0, 2.0, 3.0, 1.0, 1.0, 2.0, 1.0]","[0.004999999999999893, 0.10999999999999943, 0.004999999999999893, 0.0649999999999995, 0.16999999999999993, 0.009999999999999787, 0.009000000000000341, 0.23000000000000043, 0.01499999999999968]","[0.08984725965857848, 1.9748653500897564, 0.08849557522123705, 1.1565836298932295, 2.977232924693519, 0.16666666666666313, 0.15022533800701623, 3.8590604026845705, 0.24834437086092187]",2023-11-08 01:15:20,0.8408416124372853463683663611
RSG,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,1.6834,1.2857,1.1582,0.30936339887253445,0.8571428571428571,2023-11-07 23:30:00+00:00,4,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-18T14:00:00+00:00, 2023-10-10T19:00:00+00:00, 2023-10-12T18:00:00+00:00, 2023-10-16T23:00:00+00:00, 2023-11-03T12:00:00+00:00, 2023-11-03T22:00:00+00:00, 2023-11-07T23:00:00+00:00]","[2023-09-18T15:00:00+00:00, 2023-10-10T19:30:00+00:00, 2023-10-12T18:30:00+00:00, 2023-10-17T12:00:00+00:00, 2023-11-03T13:00:00+00:00, 2023-11-03T23:00:00+00:00, 2023-11-07T23:30:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.9399999999999977, 0.44999999999998863, 0.20499999999998408, 0.0, 0.28999999999999204, 9.238999999999976, 0.6599999999999966]","[0.6312537774494646, 0.30936339887253445, 0.14107769596034966, 0.0, 0.19115417573000595, 6.406584795889339, 0.4278768233387336]",2023-11-08 01:21:57,0.5124017845660969961125005956
METCB,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.1164,1.1250,0.9637,1.0817751495717514,0.875,2023-11-07 19:00:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-25T15:30:00+00:00, 2023-09-28T14:30:00+00:00, 2023-09-29T14:30:00+00:00, 2023-09-29T20:30:00+00:00, 2023-10-02T13:30:00+00:00, 2023-10-23T18:30:00+00:00, 2023-11-06T15:30:00+00:00, 2023-11-07T18:30:00+00:00]","[2023-09-25T16:00:00+00:00, 2023-09-28T15:00:00+00:00, 2023-09-29T15:00:00+00:00, 2023-09-29T22:00:00+00:00, 2023-10-02T14:30:00+00:00, 2023-10-23T19:00:00+00:00, 2023-11-06T17:30:00+00:00, 2023-11-07T19:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.1399999999999988, 0.12400000000000055, 0.14400000000000013, 0.0, 0.1930000000000014, 0.049999999999998934, 0.16000000000000014, 0.11999999999999922]","[1.1466011466011365, 1.0089503661513473, 1.1909684889587306, 0.0, 1.6495726495726615, 0.4142502071250947, 1.2820512820512833, 1.0169491525423662]",2023-11-08 01:08:47,1.866247016214247365079442013
JHG,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.1950,1.0000,0.7308,0.7323100004478464,1.0,2023-11-07 15:30:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-06T17:30:00+00:00, 2023-09-12T15:00:00+00:00, 2023-09-13T14:00:00+00:00, 2023-09-14T14:30:00+00:00, 2023-09-15T19:30:00+00:00, 2023-11-07T15:00:00+00:00]","[2023-09-06T18:00:00+00:00, 2023-09-12T15:30:00+00:00, 2023-09-13T14:30:00+00:00, 2023-09-14T15:00:00+00:00, 2023-09-15T20:00:00+00:00, 2023-11-07T15:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.05500000000000327, 0.2049999999999983, 0.1700000000000017, 0.3000000000000007, 0.26500000000000057, 0.1750000000000007]","[0.20310192023634885, 0.759259259259253, 0.6324404761904825, 1.1115227862171202, 0.9730126675234094, 0.7053607416364399]",2023-11-08 01:03:54,2.353543069206482311089830492
NVDY,ALGO_EMA_RSI_ADX_BB_CGPT,9,9,0,0.1509,1.3333,0.7040,0.4476314645806083,1.0,2023-10-25 16:30:00+00:00,18,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-05T09:30:00+00:00, 2023-10-03T15:00:00+00:00, 2023-10-03T18:30:00+00:00, 2023-10-03T19:30:00+00:00, 2023-10-06T13:00:00+00:00, 2023-10-09T08:30:00+00:00, 2023-10-09T09:30:00+00:00, 2023-10-24T21:00:00+00:00, 2023-10-25T16:00:00+00:00]","[2023-09-05T10:00:00+00:00, 2023-10-03T16:30:00+00:00, 2023-10-03T19:00:00+00:00, 2023-10-03T20:00:00+00:00, 2023-10-06T13:30:00+00:00, 2023-10-09T09:00:00+00:00, 2023-10-09T10:30:00+00:00, 2023-10-24T21:30:00+00:00, 2023-10-25T16:30:00+00:00]","[1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.10299999999999798, 0.08699999999999974, 0.01899999999999835, 0.06800000000000139, 0.14999999999999858, 0.3299999999999983, 0.120000000000001, 0.46000000000000085, 0.021000000000000796]","[0.4476314645806083, 0.40711277491810827, 0.0891516516516439, 0.31965402152964506, 0.6947660954145372, 1.5263644773357923, 0.5535055350553552, 2.197802197802202, 0.09962049335863757]",2023-11-08 01:13:19,0.9749417637899901931409360726
FOLD,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0793,1.1429,0.7024,0.3549245785270712,0.8571428571428571,2023-11-07 13:00:00+00:00,5,EMA_RSI_ADX_BB_P1_L.75_AV_30M_STOCK_RESULTS,"[2023-09-13T16:30:00+00:00, 2023-09-14T11:30:00+00:00, 2023-09-15T13:30:00+00:00, 2023-09-18T15:00:00+00:00, 2023-10-25T14:00:00+00:00, 2023-11-06T18:30:00+00:00, 2023-11-07T12:00:00+00:00]","[2023-09-13T17:00:00+00:00, 2023-09-14T12:30:00+00:00, 2023-09-15T14:00:00+00:00, 2023-09-18T15:30:00+00:00, 2023-10-25T15:00:00+00:00, 2023-11-06T19:00:00+00:00, 2023-11-07T13:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[-0.125, 0.019999999999999574, 0.120000000000001, 0.120000000000001, 0.009999999999999787, 0.040000000000000924, 0.370000000000001]","[-0.9563886763580718, 0.15408320493065927, 0.915331807780328, 0.9463722397476418, 0.09250693802034955, 0.3549245785270712, 3.4101382488479355]",2023-11-08 00:54:27,0.5160986834928463374658936247
