symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
JBSS,ALGO_EMA_RSI_ADX_BB_CGPT,14,12,2,0.2163,1.7143,0.2151,0.14152969609284574,0.8571428571428571,2023-10-31 13:30:00+00:00,12,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-12T15:30:00+00:00, 2023-09-12T16:00:00+00:00, 2023-09-12T16:30:00+00:00, 2023-09-12T17:15:00+00:00, 2023-09-12T18:30:00+00:00, 2023-10-06T14:15:00+00:00, 2023-10-09T14:00:00+00:00, 2023-10-12T14:00:00+00:00, 2023-10-12T15:15:00+00:00, 2023-10-17T19:00:00+00:00, 2023-10-18T13:30:00+00:00, 2023-10-19T14:45:00+00:00, 2023-10-19T19:30:00+00:00, 2023-10-30T21:15:00+00:00]","[2023-09-12T15:45:00+00:00, 2023-09-12T16:15:00+00:00, 2023-09-12T16:45:00+00:00, 2023-09-12T17:30:00+00:00, 2023-09-12T18:45:00+00:00, 2023-10-06T15:00:00+00:00, 2023-10-09T14:45:00+00:00, 2023-10-12T15:00:00+00:00, 2023-10-12T15:45:00+00:00, 2023-10-17T19:15:00+00:00, 2023-10-18T13:45:00+00:00, 2023-10-19T16:00:00+00:00, 2023-10-20T13:15:00+00:00, 2023-10-31T13:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 3.0, 2.0, 2.0, 2.0, 1.0, 1.0, 3.0, 4.0, 1.0]","[0.13000000000000966, 0.1349999999999909, 0.09999999999999432, 0.3500000000000085, 0.8249999999999886, 0.4450000000000074, 0.24500000000000455, -0.23000000000000398, 0.010000000000005116, -0.1700000000000017, 0.7379999999999995, 0.29000000000000625, 0.15000000000000568, 0.010000000000005116]","[0.12715179968702042, 0.13250233105951895, 0.09768486861384616, 0.34296913277805835, 0.8163871159269592, 0.45320297382626273, 0.2472000807183983, -0.23272285743195792, 0.01017915309446775, -0.16825019794141102, 0.7360861759425489, 0.289132602193426, 0.15055706112617254, 0.009662769349700567]",2023-11-09 04:10:39,0.5488598165718287086314437806
MMSI,ALGO_EMA_RSI_ADX_BB_CGPT,16,14,2,0.1392,1.4375,0.2078,0.11981214120996404,0.875,2023-11-08 16:45:00+00:00,4,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-19T13:30:00+00:00, 2023-09-19T20:15:00+00:00, 2023-10-17T19:45:00+00:00, 2023-10-18T13:30:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-19T14:30:00+00:00, 2023-10-30T14:45:00+00:00, 2023-10-30T15:30:00+00:00, 2023-10-30T16:00:00+00:00, 2023-10-30T16:45:00+00:00, 2023-10-30T17:45:00+00:00, 2023-10-30T18:45:00+00:00, 2023-10-30T19:15:00+00:00, 2023-10-30T19:45:00+00:00, 2023-11-08T15:30:00+00:00, 2023-11-08T16:30:00+00:00]","[2023-09-19T13:45:00+00:00, 2023-09-20T13:15:00+00:00, 2023-10-17T21:15:00+00:00, 2023-10-18T14:00:00+00:00, 2023-10-19T13:30:00+00:00, 2023-10-19T15:15:00+00:00, 2023-10-30T15:00:00+00:00, 2023-10-30T15:45:00+00:00, 2023-10-30T16:15:00+00:00, 2023-10-30T17:00:00+00:00, 2023-10-30T18:00:00+00:00, 2023-10-30T19:00:00+00:00, 2023-10-30T19:30:00+00:00, 2023-10-30T20:30:00+00:00, 2023-11-08T16:15:00+00:00, 2023-11-08T16:45:00+00:00]","[1.0, 1.0, 2.0, 2.0, 1.0, 3.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 3.0, 1.0]","[0.07000000000000739, -0.25, 0.010000000000005116, 0.04999999999999716, -0.0010000000000047748, 0.09100000000000819, 0.29000000000000625, 0.045000000000001705, 0.17799999999999727, 0.3199999999999932, 0.07500000000000284, 0.03499999999999659, 0.08499999999999375, 0.9000000000000057, 0.09999999999999432, 0.22999999999998977]","[0.1020408163265414, -0.35714285714285715, 0.015158405335766434, 0.07590708972217573, -0.0015151285586654365, 0.13946573893854036, 0.43129089827484574, 0.06689957630268595, 0.26474306536773595, 0.4787552363853877, 0.11221665295130223, 0.05241090146750014, 0.12740762946862585, 1.35135135135136, 0.1411233418007258, 0.3245378862706219]",2023-11-09 04:19:21,0.4353205906917236454151536680
SQ,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0823,1.7143,0.1739,0.24785939612437907,0.8571428571428571,2023-11-06 15:45:00+00:00,6,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-29T18:30:00+00:00, 2023-10-12T17:15:00+00:00, 2023-10-18T13:30:00+00:00, 2023-10-18T15:45:00+00:00, 2023-10-18T18:45:00+00:00, 2023-11-06T14:45:00+00:00, 2023-11-06T15:15:00+00:00]","[2023-09-29T18:45:00+00:00, 2023-10-12T18:00:00+00:00, 2023-10-18T13:45:00+00:00, 2023-10-18T16:15:00+00:00, 2023-10-18T19:15:00+00:00, 2023-11-06T15:00:00+00:00, 2023-11-06T15:45:00+00:00]","[1.0, 3.0, 1.0, 2.0, 2.0, 1.0, 2.0]","[0.10999999999999943, -0.35999999999999943, 0.23499999999999943, 0.02499999999999858, 0.06499999999999773, 0.3299999999999983, 0.17099999999999937]","[0.24785939612437907, -0.7846556233652996, 0.5190502484815007, 0.055549383401841075, 0.1455930115354412, 0.6798516687268197, 0.35411791505311635]",2023-11-09 04:45:28,0.2688202082522166300387015382
GHY,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0136,1.1429,0.1242,0.13078000934142311,0.8571428571428571,2023-11-08 20:30:00+00:00,4,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-12T18:30:00+00:00, 2023-09-13T15:30:00+00:00, 2023-09-13T16:00:00+00:00, 2023-09-19T14:30:00+00:00, 2023-10-12T17:30:00+00:00, 2023-11-08T15:00:00+00:00, 2023-11-08T20:15:00+00:00]","[2023-09-12T18:45:00+00:00, 2023-09-13T15:45:00+00:00, 2023-09-13T16:15:00+00:00, 2023-09-19T14:45:00+00:00, 2023-10-12T18:00:00+00:00, 2023-11-08T15:30:00+00:00, 2023-11-08T20:30:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0]","[0.009000000000000341, -0.004999999999999005, 0.03500000000000014, 0.014999999999998792, 0.009999999999999787, 0.013999999999999346, 0.017000000000001236]","[0.08073921234413152, -0.04483902788986643, 0.3144371574880976, 0.1350742908599621, 0.09478672985781789, 0.13078000934142311, 0.1583162600111868]",2023-11-09 03:58:54,0.6875512390256174039366817108
FSMD,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.0326,1.5714,0.1018,0.1248049921997075,0.8571428571428571,2023-10-18 17:30:00+00:00,25,EMA_RSI_ADX_BB_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-11T17:30:00+00:00, 2023-10-12T14:30:00+00:00, 2023-10-12T15:45:00+00:00, 2023-10-12T17:45:00+00:00, 2023-10-18T13:45:00+00:00, 2023-10-18T15:30:00+00:00, 2023-10-18T16:15:00+00:00]","[2023-10-11T18:30:00+00:00, 2023-10-12T15:30:00+00:00, 2023-10-12T16:00:00+00:00, 2023-10-12T20:00:00+00:00, 2023-10-18T14:30:00+00:00, 2023-10-18T15:45:00+00:00, 2023-10-18T17:30:00+00:00]","[2.0, 2.0, 1.0, 2.0, 2.0, 1.0, 1.0]","[0.08899999999999864, 0.021000000000000796, 0.04000000000000625, 0.08500000000000085, -0.05699999999999861, 0.007999999999999119, 0.04200000000000159]","[0.27596899224805777, 0.06556353418670245, 0.1248049921997075, 0.26759011490634615, -0.17806935332708096, 0.02505480739116542, 0.131682081831013]",2023-11-09 03:56:38,0.3184666599594045103261959475
VTN,ALGO_EMA_XOVER_CGPT,6,6,0,0.1185,16.6667,1.3162,1.3058378487896571,1.0,2023-11-08 16:30:00+00:00,4,EMA_XOVER_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-11-01T19:30:00+00:00, 2023-11-02T14:00:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-03T23:00:00+00:00, 2023-11-07T15:30:00+00:00, 2023-11-07T18:00:00+00:00, 2023-11-08T16:45:00+00:00]","[2023-11-02T13:45:00+00:00, 2023-11-03T13:45:00+00:00, 2023-11-03T22:30:00+00:00, 2023-11-07T15:15:00+00:00, 2023-11-07T17:45:00+00:00, 2023-11-08T16:30:00+00:00]","[6.0, 25.0, 19.0, 26.0, 8.0, 16.0]","[0.11500000000000021, 0.16999999999999993, 0.07000000000000028, 0.10999999999999943, 0.12599999999999945, 0.11999999999999922]","[1.324122049510653, 1.9274376417233552, 0.7769145394006691, 1.211453744493386, 1.369863013698624, 1.2875536480686611]",2023-11-09 10:22:40,3.745695947323553871294595448
PMO,ALGO_EMA_XOVER_CGPT,8,7,1,0.1031,20.2500,1.1377,1.2291925465838542,0.875,2023-11-08 21:00:00+00:00,4,EMA_XOVER_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-31T13:45:00+00:00, 2023-11-01T14:30:00+00:00, 2023-11-02T14:15:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-06T18:45:00+00:00, 2023-11-06T23:30:00+00:00, 2023-11-07T16:15:00+00:00, 2023-11-08T15:15:00+00:00, 2023-11-08T23:30:00+00:00]","[2023-11-01T14:15:00+00:00, 2023-11-02T14:00:00+00:00, 2023-11-03T13:45:00+00:00, 2023-11-06T18:15:00+00:00, 2023-11-06T21:00:00+00:00, 2023-11-07T16:00:00+00:00, 2023-11-08T15:00:00+00:00, 2023-11-08T21:00:00+00:00]","[28.0, 24.0, 28.0, 36.0, 7.0, 7.0, 13.0, 19.0]","[0.11999999999999922, 0.13400000000000034, 0.1850000000000005, -0.053000000000000824, 0.08900000000000041, 0.10000000000000142, 0.08999999999999986, 0.16000000000000014]","[1.3714285714285626, 1.511903418706988, 2.0670391061452573, -0.5784131834552092, 0.9752355906202106, 1.086956521739146, 0.9656652360515007, 1.7021276595744694]",2023-11-09 09:51:01,1.461861903291031204285690620
BGH,ALGO_EMA_XOVER_CGPT,7,6,1,0.0904,20.2857,0.7303,0.8572583906186808,0.8571428571428571,2023-11-08 17:30:00+00:00,4,EMA_XOVER_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-11-01T14:00:00+00:00, 2023-11-02T14:00:00+00:00, 2023-11-02T16:00:00+00:00, 2023-11-03T14:15:00+00:00, 2023-11-06T15:00:00+00:00, 2023-11-06T18:30:00+00:00, 2023-11-07T17:00:00+00:00, 2023-11-08T17:45:00+00:00]","[2023-11-02T13:45:00+00:00, 2023-11-02T15:45:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-06T14:30:00+00:00, 2023-11-06T18:00:00+00:00, 2023-11-07T16:30:00+00:00, 2023-11-08T17:30:00+00:00]","[28.0, 7.0, 21.0, 28.0, 10.0, 21.0, 27.0]","[0.19200000000000017, 0.10599999999999987, 0.1659999999999986, 0.07000000000000028, -0.10999999999999943, 0.1120000000000001, 0.09699999999999953]","[1.5763546798029568, 0.8572583906186808, 1.3311948676824266, 0.552922590837285, -0.871977804201343, 0.89671737389912, 0.7696580179322347]",2023-11-09 08:37:12,0.9248574461898215492639596780
EIS,ALGO_EMA_XOVER_CGPT,15,13,2,0.3266,10.4667,0.6724,0.5715411903823396,0.8666666666666667,2023-11-08 23:30:00+00:00,3,EMA_XOVER_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-31T19:15:00+00:00, 2023-10-31T22:00:00+00:00, 2023-11-01T13:30:00+00:00, 2023-11-02T13:15:00+00:00, 2023-11-02T14:00:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-03T18:00:00+00:00, 2023-11-03T22:30:00+00:00, 2023-11-06T14:15:00+00:00, 2023-11-06T15:00:00+00:00, 2023-11-06T23:30:00+00:00, 2023-11-07T13:15:00+00:00, 2023-11-07T14:45:00+00:00, 2023-11-07T23:30:00+00:00, 2023-11-08T01:00:00+00:00, 2023-11-09T00:45:00+00:00]","[2023-10-31T21:45:00+00:00, 2023-11-01T00:00:00+00:00, 2023-11-02T12:00:00+00:00, 2023-11-02T13:45:00+00:00, 2023-11-03T13:45:00+00:00, 2023-11-03T17:45:00+00:00, 2023-11-03T21:45:00+00:00, 2023-11-06T13:15:00+00:00, 2023-11-06T14:45:00+00:00, 2023-11-06T21:45:00+00:00, 2023-11-07T01:00:00+00:00, 2023-11-07T14:30:00+00:00, 2023-11-07T21:45:00+00:00, 2023-11-08T00:30:00+00:00, 2023-11-08T23:30:00+00:00]","[5.0, 2.0, 26.0, 2.0, 26.0, 13.0, 9.0, 7.0, 2.0, 22.0, 2.0, 2.0, 22.0, 2.0, 15.0]","[0.8780000000000001, -0.9299999999999997, 0.7800000000000011, 1.0, 0.75, 0.24499999999999744, 0.29999999999999716, 0.1700000000000017, 0.4200000000000017, 0.02599999999999625, 0.0, 0.6000000000000014, 0.22000000000000597, 0.28999999999999915, 0.14999999999999858]","[1.8812135755913613, -1.95583596214511, 1.6648879402347943, 2.1052631578947367, 1.5441630636195183, 0.49781570659351304, 0.6061830672863147, 0.34260378879484427, 0.8454106280193271, 0.05194390058735815, 0.0, 1.2004801920768338, 0.4346108257605808, 0.5715411903823396, 0.29562475364603585]",2023-11-09 08:58:56,0.6457979307294365337834920986
BSJN,ALGO_EMA_XOVER_CGPT,7,6,1,0.0701,125.1429,0.2985,0.08517887563883975,0.8571428571428571,2023-11-07 13:15:00+00:00,5,EMA_XOVER_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-11T18:00:00+00:00, 2023-09-20T15:15:00+00:00, 2023-09-27T14:00:00+00:00, 2023-09-29T13:30:00+00:00, 2023-10-25T14:00:00+00:00, 2023-11-02T13:45:00+00:00, 2023-11-03T13:30:00+00:00, 2023-11-07T14:30:00+00:00]","[2023-09-20T13:30:00+00:00, 2023-09-27T13:30:00+00:00, 2023-09-29T12:00:00+00:00, 2023-10-16T13:30:00+00:00, 2023-11-02T13:30:00+00:00, 2023-11-03T12:00:00+00:00, 2023-11-07T13:15:00+00:00]","[166.0, 129.0, 50.0, 294.0, 158.0, 26.0, 53.0]","[0.03200000000000003, 0.00999999999999801, 0.14000000000000057, -0.05600000000000094, 0.019999999999999574, 0.005000000000002558, 0.33999999999999986]","[0.13653042068435886, 0.04258943781941231, 0.5957446808510662, -0.2380952380952421, 0.08517887563883975, 0.02127206977239974, 1.4461931093151843]",2023-11-09 08:40:36,0.4645130377852771519882665397
HDRO,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,7,0,0.0641,3.0000,0.9149,0.3337783711615416,1.0,2023-11-02 20:45:00+00:00,10,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-14T17:15:00+00:00, 2023-09-14T17:45:00+00:00, 2023-09-15T12:15:00+00:00, 2023-09-19T13:30:00+00:00, 2023-10-09T18:45:00+00:00, 2023-10-31T18:00:00+00:00, 2023-11-02T18:30:00+00:00]","[2023-09-14T17:30:00+00:00, 2023-09-14T21:30:00+00:00, 2023-09-15T13:30:00+00:00, 2023-09-19T13:45:00+00:00, 2023-10-09T19:00:00+00:00, 2023-10-31T22:30:00+00:00, 2023-11-02T20:45:00+00:00]","[1.0, 7.0, 1.0, 1.0, 1.0, 5.0, 5.0]","[0.024999999999999467, 0.22000000000000064, 0.05999999999999961, 0.019999999999999574, 0.019999999999999574, 0.014000000000000234, 0.08999999999999986]","[0.3337783711615416, 2.9294274300932175, 0.7968127490039788, 0.27586206896551135, 0.32467532467531773, 0.24647887323944076, 1.4975041597337746]",2023-11-09 12:49:38,0.9314166129984646904645308061
CBUS,ALGO_KAMA_STOCHRSI_VWAP_CGPT,11,10,1,0.1247,1.2727,0.6743,0.8389974511469716,0.9090909090909091,2023-11-06 19:30:00+00:00,6,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-18T17:00:00+00:00, 2023-09-18T17:45:00+00:00, 2023-09-18T18:30:00+00:00, 2023-09-19T14:00:00+00:00, 2023-09-19T16:00:00+00:00, 2023-09-19T17:45:00+00:00, 2023-09-19T19:15:00+00:00, 2023-09-28T14:45:00+00:00, 2023-10-16T18:00:00+00:00, 2023-10-16T18:45:00+00:00, 2023-11-06T19:15:00+00:00]","[2023-09-18T17:30:00+00:00, 2023-09-18T18:15:00+00:00, 2023-09-18T18:45:00+00:00, 2023-09-19T14:30:00+00:00, 2023-09-19T16:15:00+00:00, 2023-09-19T18:00:00+00:00, 2023-09-19T19:30:00+00:00, 2023-09-28T15:00:00+00:00, 2023-10-16T18:30:00+00:00, 2023-10-16T19:00:00+00:00, 2023-11-06T19:30:00+00:00]","[2.0, 1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0]","[0.1579999999999977, 0.370000000000001, 0.23999999999999844, 0.019999999999999574, 0.30600000000000094, 0.053000000000000824, 0.019999999999999574, -0.6950000000000003, 0.46000000000000085, 0.40000000000000213, 0.03999999999999915]","[0.8389974511469716, 1.993534482758626, 1.2631578947368338, 0.10266940451745162, 1.5580448065173165, 0.27368964626904635, 0.1047120418848145, -3.696808510638299, 2.5013594344752628, 2.1208907741251437, 0.35650623885917243]",2023-11-09 12:23:53,0.3851413884977838649581728390
OIA,ALGO_KAMA_STOCHRSI_VWAP_CGPT,9,8,1,0.0328,3.2222,0.5987,0.3399048266485311,0.8888888888888888,2023-11-08 15:00:00+00:00,4,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-11T15:00:00+00:00, 2023-10-12T13:30:00+00:00, 2023-11-01T18:45:00+00:00, 2023-11-02T17:30:00+00:00, 2023-11-02T18:00:00+00:00, 2023-11-02T19:15:00+00:00, 2023-11-03T17:15:00+00:00, 2023-11-06T14:30:00+00:00, 2023-11-07T21:00:00+00:00, 2023-11-08T23:30:00+00:00]","[2023-10-11T16:00:00+00:00, 2023-10-12T13:45:00+00:00, 2023-11-01T22:30:00+00:00, 2023-11-02T17:45:00+00:00, 2023-11-02T18:15:00+00:00, 2023-11-03T13:45:00+00:00, 2023-11-03T19:30:00+00:00, 2023-11-06T14:45:00+00:00, 2023-11-08T15:00:00+00:00]","[3.0, 1.0, 6.0, 1.0, 1.0, 7.0, 5.0, 1.0, 4.0]","[0.0039999999999995595, 0.019999999999999574, 0.02999999999999936, 0.0, 0.0009999999999994458, 0.1299999999999999, 0.04499999999999993, 0.009999999999999787, 0.054999999999999716]","[0.06891798759475465, 0.3399048266485311, 0.5736137667303892, 0.0, 0.018539117537994913, 2.4118738404452675, 0.8137432188065086, 0.1808318264014428, 0.9812667261373722]",2023-11-09 13:14:18,0.7511972991840595779623651394
ETO,ALGO_KAMA_STOCHRSI_VWAP_CGPT,10,9,1,0.0737,3.3000,0.3522,0.10506641012795834,0.9,2023-11-06 15:00:00+00:00,6,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-20T16:45:00+00:00, 2023-09-27T16:45:00+00:00, 2023-10-09T15:15:00+00:00, 2023-10-09T23:00:00+00:00, 2023-11-01T16:30:00+00:00, 2023-11-01T17:15:00+00:00, 2023-11-01T19:30:00+00:00, 2023-11-02T19:30:00+00:00, 2023-11-03T18:00:00+00:00, 2023-11-06T14:45:00+00:00]","[2023-09-20T18:15:00+00:00, 2023-09-27T17:00:00+00:00, 2023-10-09T18:00:00+00:00, 2023-10-10T14:00:00+00:00, 2023-11-01T16:45:00+00:00, 2023-11-01T18:00:00+00:00, 2023-11-02T12:00:00+00:00, 2023-11-03T13:45:00+00:00, 2023-11-03T19:30:00+00:00, 2023-11-06T15:00:00+00:00]","[4.0, 1.0, 8.0, 3.0, 1.0, 1.0, 5.0, 6.0, 3.0, 1.0]","[-0.05900000000000105, 0.019999999999999574, 0.10999999999999943, 0.15499999999999758, 0.06500000000000128, 0.01899999999999835, 0.010000000000001563, 0.38500000000000156, 0.0070000000000014495, 0.02500000000000213]","[-0.2655146033031864, 0.0922083909635757, 0.5215742057847295, 0.732168162494084, 0.3179261433113293, 0.09309162175403406, 0.048780487804885676, 1.8315889628924906, 0.03279763857002975, 0.11704119850188263]",2023-11-09 12:39:21,0.5295005459616824369567728782
BSCW,ALGO_KAMA_STOCHRSI_VWAP_CGPT,9,8,1,0.0627,5.0000,0.3297,0.0580842750026549,0.8888888888888888,2023-11-08 15:00:00+00:00,4,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-05T15:45:00+00:00, 2023-10-11T13:30:00+00:00, 2023-10-11T19:30:00+00:00, 2023-10-23T20:00:00+00:00, 2023-10-24T16:00:00+00:00, 2023-11-01T19:15:00+00:00, 2023-11-02T17:30:00+00:00, 2023-11-03T17:15:00+00:00, 2023-11-07T20:30:00+00:00, 2023-11-08T21:00:00+00:00]","[2023-10-05T18:30:00+00:00, 2023-10-11T14:30:00+00:00, 2023-10-12T12:00:00+00:00, 2023-10-24T13:30:00+00:00, 2023-10-24T19:45:00+00:00, 2023-11-02T13:30:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-03T17:30:00+00:00, 2023-11-08T15:00:00+00:00]","[8.0, 1.0, 3.0, 2.0, 11.0, 4.0, 9.0, 1.0, 6.0]","[0.011000000000002785, -0.0259999999999998, 0.00999999999999801, 0.010000000000001563, 0.03500000000000014, 0.21000000000000085, 0.25, 0.004999999999999005, 0.05900000000000105]","[0.0580842750026549, -0.13541666666666563, 0.0521104742053049, 0.05336179295625167, 0.18641810918775045, 1.1116993118051925, 1.3089005235602091, 0.0259134490800674, 0.30665280665281214]",2023-11-09 12:21:44,0.5630714123343814213686954649
DMO,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,6,1,0.0314,4.5714,0.2952,0.36390781002145844,0.8571428571428571,2023-11-08 15:00:00+00:00,4,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-19T22:30:00+00:00, 2023-09-28T22:30:00+00:00, 2023-09-29T18:00:00+00:00, 2023-10-10T22:30:00+00:00, 2023-11-01T13:30:00+00:00, 2023-11-01T23:00:00+00:00, 2023-11-07T21:00:00+00:00]","[2023-09-20T14:00:00+00:00, 2023-09-29T13:45:00+00:00, 2023-10-02T13:45:00+00:00, 2023-10-11T14:15:00+00:00, 2023-11-01T13:45:00+00:00, 2023-11-02T14:15:00+00:00, 2023-11-08T15:00:00+00:00]","[4.0, 3.0, 9.0, 5.0, 1.0, 4.0, 6.0]","[0.0389999999999997, 0.07900000000000063, 0.040000000000000924, 0.019999999999999574, -0.07000000000000028, 0.10200000000000031, 0.010000000000001563]","[0.36390781002145844, 0.7466918714555825, 0.3738317757009432, 0.18639328984156173, -0.6776379477250754, 0.9798270893371788, 0.09345794392524827]",2023-11-09 12:33:38,0.4879352796819747896936817905
DOL,ALGO_KAMA_STOCHRSI_VWAP_CGPT,8,7,1,0.1245,4.1250,0.2742,0.2684991220083883,0.875,2023-11-03 20:30:00+00:00,9,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-14T22:30:00+00:00, 2023-09-21T17:15:00+00:00, 2023-09-28T19:00:00+00:00, 2023-10-06T14:45:00+00:00, 2023-11-01T19:00:00+00:00, 2023-11-02T22:30:00+00:00, 2023-11-03T16:15:00+00:00, 2023-11-03T19:00:00+00:00]","[2023-09-15T13:45:00+00:00, 2023-09-21T18:00:00+00:00, 2023-09-29T14:45:00+00:00, 2023-10-06T15:45:00+00:00, 2023-11-01T22:30:00+00:00, 2023-11-03T13:30:00+00:00, 2023-11-03T18:45:00+00:00, 2023-11-03T20:30:00+00:00]","[2.0, 3.0, 11.0, 3.0, 3.0, 2.0, 6.0, 3.0]","[0.17899999999999494, 0.00999999999999801, 0.25, 0.4609999999999985, 0.07000000000000028, 0.2530000000000001, 0.02400000000000091, -0.2510000000000048]","[0.3807133589977985, 0.021477663230236275, 0.5462093074065982, 1.0276415514935322, 0.15628488501897808, 0.5542532915635203, 0.052143307189260454, -0.5455217230662337]",2023-11-09 12:33:55,0.4987571315025509500200363400
IBDX,ALGO_KAMA_STOCHRSI_VWAP_CGPT,7,6,1,0.0559,3.2857,0.2425,0.17391304347825717,0.8571428571428571,2023-11-08 14:45:00+00:00,4,KAMA_STOCHRSI_VWAP_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-10-07T00:00:00+00:00, 2023-10-11T18:15:00+00:00, 2023-10-24T15:30:00+00:00, 2023-10-24T18:45:00+00:00, 2023-10-31T19:45:00+00:00, 2023-11-01T13:45:00+00:00, 2023-11-07T20:30:00+00:00, 2023-11-08T20:00:00+00:00]","[2023-10-09T14:00:00+00:00, 2023-10-11T18:30:00+00:00, 2023-10-24T16:15:00+00:00, 2023-10-24T22:30:00+00:00, 2023-10-31T20:00:00+00:00, 2023-11-01T14:30:00+00:00, 2023-11-08T14:45:00+00:00]","[3.0, 1.0, 3.0, 6.0, 1.0, 3.0, 6.0]","[0.13500000000000156, 0.030000000000001137, 0.045000000000001705, 0.03999999999999915, -0.028999999999999915, 0.14000000000000057, 0.030000000000001137]","[0.5860646841762603, 0.12831479897348647, 0.19603572206491707, 0.17391304347825717, -0.12704810304039216, 0.6124234470691189, 0.12782275244994096]",2023-11-09 12:53:30,0.7573537060275114328942469509
RSPU,ALGO_RSI9_RSI30_SMA200_2,7,6,1,0.0606,4.7143,0.1097,0.09484066767830855,0.8571428571428571,2023-11-07 16:30:00+00:00,5,RSI9_RSI30_SMA200B_P1_L.75_AV_15M_STOCK_RESULTS,"[2023-09-12T13:45:00+00:00, 2023-09-18T13:45:00+00:00, 2023-10-12T14:45:00+00:00, 2023-10-17T14:00:00+00:00, 2023-10-27T14:00:00+00:00, 2023-11-06T15:15:00+00:00, 2023-11-07T14:30:00+00:00]","[2023-09-12T14:45:00+00:00, 2023-09-18T14:30:00+00:00, 2023-10-12T16:15:00+00:00, 2023-10-17T14:15:00+00:00, 2023-10-27T17:00:00+00:00, 2023-11-06T15:45:00+00:00, 2023-11-07T16:30:00+00:00]","[4.0, 3.0, 6.0, 1.0, 9.0, 2.0, 8.0]","[0.1390000000000029, 0.3950000000000031, 0.01999999999999602, 0.3500000000000014, -0.5600000000000023, 0.030000000000001137, 0.05000000000000426]","[0.2622789969243597, 0.7311429893567851, 0.03958044725904615, 0.6849315068493178, -1.1012782694198668, 0.05670005670005885, 0.09484066767830855]",2023-11-09 15:06:40,0.09554336139949895786566582901
