symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
VLUE,ALGO_ADX_28,6,6,0,0.6800,5.3333,0.7648,0.6693274467264221,1.0,2023-11-03 22:00:00+00:00,7,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-10-31T17:00:00+00:00, 2023-11-01T00:00:00+00:00, 2023-11-01T22:00:00+00:00, 2023-11-02T15:00:00+00:00, 2023-11-03T00:00:00+00:00, 2023-11-03T15:00:00+00:00, 2023-11-04T00:00:00+00:00]","[2023-10-31T22:00:00+00:00, 2023-11-01T20:00:00+00:00, 2023-11-02T14:00:00+00:00, 2023-11-02T22:00:00+00:00, 2023-11-03T14:00:00+00:00, 2023-11-03T22:00:00+00:00]","[4.0, 9.0, 4.0, 6.0, 3.0, 6.0]","[0.18000000000000682, 0.769999999999996, 0.9000000000000057, 0.4100000000000108, 1.789999999999992, 0.030000000000001137]","[0.20625644551393016, 0.8805031446540835, 1.0201768306506525, 0.4581517487987605, 1.9911012235817487, 0.03281916639317486]",2023-11-06 19:26:48,1.092841294266939139065098556
BTAL,ALGO_ADX_28,7,6,1,0.1107,4.7143,0.5574,0.4826254826254895,0.8571428571428571,2023-10-27 14:00:00+00:00,14,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-15T16:00:00+00:00, 2023-09-18T16:00:00+00:00, 2023-10-20T19:00:00+00:00, 2023-10-25T20:00:00+00:00, 2023-10-25T22:00:00+00:00, 2023-10-26T15:00:00+00:00, 2023-10-27T00:00:00+00:00]","[2023-09-18T15:00:00+00:00, 2023-09-19T15:00:00+00:00, 2023-10-20T22:00:00+00:00, 2023-10-25T21:00:00+00:00, 2023-10-26T14:00:00+00:00, 2023-10-26T22:00:00+00:00, 2023-10-27T14:00:00+00:00]","[9.0, 9.0, 2.0, 1.0, 4.0, 6.0, 2.0]","[0.21999999999999886, 0.259999999999998, 0.10000000000000142, 0.0, 0.14999999999999858, 0.02499999999999858, 0.019999999999999574]","[1.1476264997391696, 1.3436692506459844, 0.4826254826254895, 0.0, 0.7142857142857075, 0.1187930624851441, 0.09492168960607296]",2023-11-06 17:47:46,1.013386063455789317662186891
QQQ,ALGO_ADX_28,9,8,1,1.6787,12.1111,0.4539,0.4855452617479655,0.8888888888888888,2023-10-12 16:00:00+00:00,29,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-08-28T08:00:00+00:00, 2023-08-29T14:00:00+00:00, 2023-08-29T16:00:00+00:00, 2023-08-30T18:00:00+00:00, 2023-09-25T17:00:00+00:00, 2023-09-25T23:00:00+00:00, 2023-10-09T22:00:00+00:00, 2023-10-10T14:00:00+00:00, 2023-10-11T22:00:00+00:00]","[2023-08-29T13:00:00+00:00, 2023-08-29T15:00:00+00:00, 2023-08-30T17:00:00+00:00, 2023-08-31T21:00:00+00:00, 2023-09-25T22:00:00+00:00, 2023-09-26T13:00:00+00:00, 2023-10-10T13:00:00+00:00, 2023-10-11T21:00:00+00:00, 2023-10-12T16:00:00+00:00]","[21.0, 1.0, 17.0, 19.0, 5.0, 6.0, 7.0, 23.0, 10.0]","[1.9370000000000118, 3.464999999999975, 3.525000000000034, 1.521000000000015, 1.740000000000009, -2.329999999999984, 0.08999999999997499, 4.1299999999999955, 1.0299999999999727]","[0.5321881808615602, 0.9416195856873755, 0.944898353062284, 0.4045772287656844, 0.4855452617479655, -0.647527999333014, 0.024545231406980388, 1.1227097265263946, 0.2769412776941204]",2023-11-06 19:00:00,0.7763585996970759407686975802
FTCS,ALGO_ADX_28,7,6,1,0.2427,15.7143,0.3285,0.4491077461150174,0.8571428571428571,2023-10-12 15:00:00+00:00,29,ADX_28_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-08T13:00:00+00:00, 2023-09-14T11:00:00+00:00, 2023-10-05T18:00:00+00:00, 2023-10-06T13:00:00+00:00, 2023-10-06T19:00:00+00:00, 2023-10-10T13:00:00+00:00, 2023-10-11T13:00:00+00:00]","[2023-09-13T21:00:00+00:00, 2023-09-20T14:00:00+00:00, 2023-10-06T12:00:00+00:00, 2023-10-06T16:00:00+00:00, 2023-10-10T12:00:00+00:00, 2023-10-11T12:00:00+00:00, 2023-10-12T15:00:00+00:00]","[35.0, 39.0, 3.0, 3.0, 11.0, 8.0, 11.0]","[0.33899999999999864, 0.35999999999999943, 0.09000000000000341, 0.7700000000000102, 0.5200000000000102, 0.030000000000001137, -0.4100000000000108]","[0.4491077461150174, 0.4747962332832152, 0.12310217480509288, 1.0565312843029777, 0.7035583818157357, 0.04016601954746437, -0.5476158675036874]",2023-11-06 18:13:57,0.5700982727800514312508840473
YMAB,ALGO_EMA_RSI_ADX_BB_CGPT,6,5,1,0.0700,1.0000,1.3133,1.4567794821277735,0.8333333333333334,2023-11-03 14:00:00+00:00,7,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-28T16:00:00+00:00, 2023-10-02T14:00:00+00:00, 2023-10-02T16:00:00+00:00, 2023-10-02T18:00:00+00:00, 2023-10-12T16:00:00+00:00, 2023-11-03T13:00:00+00:00]","[2023-09-28T17:00:00+00:00, 2023-10-02T15:00:00+00:00, 2023-10-02T17:00:00+00:00, 2023-10-02T19:00:00+00:00, 2023-10-12T17:00:00+00:00, 2023-11-03T14:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.15499999999999936, 0.009999999999999787, 0.0, 0.09999999999999964, 0.08499999999999996, 0.0699999999999994]","[2.8703703703703582, 0.19083969465648445, 0.0, 1.904761904761898, 1.6267942583732053, 1.2867647058823417]",2023-11-06 23:53:31,1.272407270423979277735871650
FCFS,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,1.2593,1.0000,1.2377,0.36439874207557016,0.8571428571428571,2023-11-02 08:00:00+00:00,8,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-10-12T18:00:00+00:00, 2023-10-13T16:00:00+00:00, 2023-10-13T20:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-10-20T20:00:00+00:00, 2023-10-26T13:00:00+00:00, 2023-11-01T21:00:00+00:00]","[2023-10-12T19:00:00+00:00, 2023-10-13T17:00:00+00:00, 2023-10-16T11:00:00+00:00, 2023-10-20T17:00:00+00:00, 2023-10-23T12:00:00+00:00, 2023-10-26T14:00:00+00:00, 2023-11-02T08:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.3649999999999949, -0.10999999999999943, 1.789999999999992, 0.3399999999999892, 0.23999999999999488, 5.319999999999993, 0.8699999999999903]","[0.36439874207557016, -0.11003300990297034, 1.7962870045157973, 0.33294163728945275, 0.23584905660376854, 5.234159779614318, 0.8100558659217787]",2023-11-06 23:18:51,0.6843905483627846257551597388
GTLB,ALGO_EMA_RSI_ADX_BB_CGPT,10,9,1,0.5768,1.1000,1.2356,0.4057475468115974,0.9,2023-10-19 12:00:00+00:00,22,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-12T21:00:00+00:00, 2023-09-14T17:00:00+00:00, 2023-09-15T14:00:00+00:00, 2023-10-12T21:00:00+00:00, 2023-10-13T22:00:00+00:00, 2023-10-17T11:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-18T22:00:00+00:00, 2023-10-19T11:00:00+00:00]","[2023-09-12T22:00:00+00:00, 2023-09-14T18:00:00+00:00, 2023-09-15T16:00:00+00:00, 2023-10-12T22:00:00+00:00, 2023-10-16T12:00:00+00:00, 2023-10-17T12:00:00+00:00, 2023-10-18T18:00:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-18T23:00:00+00:00, 2023-10-19T12:00:00+00:00]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.04999999999999716, 0.8300000000000054, 0.10999999999999943, 2.3200000000000003, 1.5799999999999983, 0.010000000000005116, 0.07799999999999585, 0.2700000000000031, -0.20000000000000284, 0.7199999999999989]","[0.09697439875872217, 1.6727126158807042, 0.22821576763485357, 4.943532921372258, 3.4786437692646373, 0.021317416329151816, 0.16817593790426014, 0.5832793259883412, -0.4365858982754918, 1.5996445234392334]",2023-11-06 23:23:14,0.7145690723387378287373863284
TRHC,ALGO_EMA_RSI_ADX_BB_CGPT,7,6,1,0.1067,1.1429,1.0598,0.29211295034080953,0.8571428571428571,2023-11-02 13:00:00+00:00,8,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-13T22:00:00+00:00, 2023-09-21T13:00:00+00:00, 2023-09-22T12:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-10-25T13:00:00+00:00, 2023-10-26T21:00:00+00:00, 2023-11-02T12:00:00+00:00]","[2023-09-14T13:00:00+00:00, 2023-09-21T14:00:00+00:00, 2023-09-22T14:00:00+00:00, 2023-10-20T17:00:00+00:00, 2023-10-25T14:00:00+00:00, 2023-10-27T13:00:00+00:00, 2023-11-02T13:00:00+00:00]","[1.0, 1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.030000000000001137, 0.03500000000000014, 0.34500000000000064, 0.005000000000000782, 0.0, 0.010000000000001563, 0.32200000000000095]","[0.29211295034080953, 0.34079844206426624, 3.4500000000000064, 0.048146364949453846, 0.0, 0.09643201542913755, 3.191278493557988]",2023-11-06 23:47:56,0.6989791460050795750467784611
FSTR,ALGO_EMA_RSI_ADX_BB_CGPT,6,5,1,0.1780,1.1667,1.0155,0.8718618563703311,0.8333333333333334,2023-10-23 20:00:00+00:00,18,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-19T19:00:00+00:00, 2023-10-03T17:00:00+00:00, 2023-10-19T15:00:00+00:00, 2023-10-20T13:00:00+00:00, 2023-10-23T16:00:00+00:00, 2023-10-23T19:00:00+00:00]","[2023-09-19T20:00:00+00:00, 2023-10-03T19:00:00+00:00, 2023-10-19T17:00:00+00:00, 2023-10-20T14:00:00+00:00, 2023-10-23T17:00:00+00:00, 2023-10-23T20:00:00+00:00]","[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]","[0.6900000000000013, 0.2699999999999996, 0.04899999999999949, -0.3500000000000014, 0.019999999999999574, 0.38899999999999935]","[3.94285714285715, 1.485148514851483, 0.2585751978891794, -1.8324607329843003, 0.10881392818280508, 2.130222879360382]",2023-11-06 23:20:58,0.5317248093302623135389724348
CIVI,ALGO_EMA_RSI_ADX_BB_CGPT,8,7,1,0.7495,1.2500,0.9502,0.8559433903280951,0.875,2023-10-26 15:00:00+00:00,15,EMA_RSI_ADX_BB_P1_L.75_AV_1H_STOCK_RESULTS,"[2023-09-05T13:00:00+00:00, 2023-09-11T19:00:00+00:00, 2023-09-19T18:00:00+00:00, 2023-09-20T17:00:00+00:00, 2023-09-29T18:00:00+00:00, 2023-10-02T08:00:00+00:00, 2023-10-23T14:00:00+00:00, 2023-10-26T14:00:00+00:00]","[2023-09-05T14:00:00+00:00, 2023-09-11T21:00:00+00:00, 2023-09-19T20:00:00+00:00, 2023-09-20T18:00:00+00:00, 2023-09-29T19:00:00+00:00, 2023-10-02T09:00:00+00:00, 2023-10-23T15:00:00+00:00, 2023-10-26T15:00:00+00:00]","[1.0, 2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[2.1159999999999997, 1.4699999999999989, -0.11999999999999034, 0.12099999999999511, 0.7590000000000003, 0.010000000000005116, 1.059999999999988, 0.5799999999999983]","[2.6842913141102893, 1.8142996433111573, -0.1469507714915385, 0.14940300534639903, 0.944487997909434, 0.01236705416770358, 1.3759086188992575, 0.7673987827467562]",2023-11-06 23:11:16,0.9775668740746004737874669670
