symbol,strategy_name,trades,profitable_trades,loss_trades,average_profit,average_trade_days,average_percent_profit,median_percent_profit,percent_wins,last_sale_date,last_sell_date_diff,table_name,trades_buy_dates,trades_sell_dates,trades_days,trades_profit,trades_percent,last_update,sharpe_ratio
STRA,ALGO_ADX_28,6,6,0,1.7267,10.5000,2.1740,2.009369270949953,1.0,2023-11-02 16:00:00+00:00,15,ADX_28_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-09-29T20:00:00+00:00, 2023-10-04T17:00:00+00:00, 2023-10-06T17:00:00+00:00, 2023-10-25T20:00:00+00:00, 2023-10-30T17:00:00+00:00, 2023-11-01T15:00:00+00:00]","[2023-10-04T16:00:00+00:00, 2023-10-06T16:00:00+00:00, 2023-10-09T19:00:00+00:00, 2023-10-30T16:00:00+00:00, 2023-10-31T20:00:00+00:00, 2023-11-02T16:00:00+00:00]","[14.0, 11.0, 8.0, 14.0, 9.0, 7.0]","[1.7600000000000051, 1.5750000000000028, 1.0849999999999937, 1.5700000000000074, 1.2199999999999989, 3.1500000000000057]","[2.3388704318936946, 2.0424042015172184, 1.3811978868308747, 1.976334340382688, 1.5046867291563875, 3.8002171552660218]",2023-11-14 07:12:26,2.712687692253807647790971931
ALL,ALGO_ADX_28,8,8,0,2.5812,9.0000,2.1024,1.6463131010819043,1.0,2023-11-13 15:00:00+00:00,4,ADX_28_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-10T15:00:00+00:00, 2023-10-11T16:00:00+00:00, 2023-10-13T17:00:00+00:00, 2023-10-27T16:00:00+00:00, 2023-10-30T21:00:00+00:00, 2023-10-31T17:00:00+00:00, 2023-11-01T17:00:00+00:00, 2023-11-07T19:00:00+00:00, 2023-11-13T16:00:00+00:00]","[2023-10-11T15:00:00+00:00, 2023-10-13T16:00:00+00:00, 2023-10-16T18:00:00+00:00, 2023-10-30T20:00:00+00:00, 2023-10-31T16:00:00+00:00, 2023-11-01T16:00:00+00:00, 2023-11-01T21:00:00+00:00, 2023-11-13T15:00:00+00:00]","[6.0, 13.0, 7.0, 11.0, 2.0, 5.0, 4.0, 24.0]","[0.8799999999999955, 4.8999999999999915, 2.3299999999999983, 1.980000000000004, 2.1200000000000045, 1.7499999999999858, 5.449999999999989, 1.2399999999999807]","[0.771320887019016, 4.287339224779063, 1.9361808210071452, 1.6029792746114022, 1.6896469275524066, 1.3680425265791007, 4.206869934388258, 0.9571593979158476]",2023-11-14 06:28:38,1.621534335897504787765571985
HIE,ALGO_ADX_28,6,6,0,0.1853,7.0000,1.8973,1.960024284432696,1.0,2023-11-10 18:00:00+00:00,7,ADX_28_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-09T17:00:00+00:00, 2023-10-10T18:00:00+00:00, 2023-11-01T15:00:00+00:00, 2023-11-02T19:00:00+00:00, 2023-11-09T20:00:00+00:00, 2023-11-10T17:00:00+00:00, 2023-11-10T19:00:00+00:00]","[2023-10-10T17:00:00+00:00, 2023-10-17T16:00:00+00:00, 2023-11-02T18:00:00+00:00, 2023-11-03T16:00:00+00:00, 2023-11-10T16:00:00+00:00, 2023-11-10T18:00:00+00:00]","[6.0, 22.0, 7.0, 3.0, 3.0, 1.0]","[0.13000000000000078, 0.16300000000000026, 0.32200000000000095, 0.22499999999999964, 0.23000000000000043, 0.041999999999999815]","[1.3402061855670184, 1.6598778004073345, 3.3506763787721225, 2.2601707684580576, 2.3493360572012305, 0.4233870967741917]",2023-11-14 06:48:41,2.065828113722814677873435031
FITBP,ALGO_ADX_28,13,12,1,0.2362,6.6923,1.0387,1.128158844765343,0.9230769230769231,2023-11-13 19:00:00+00:00,4,ADX_28_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-12T15:00:00+00:00, 2023-10-16T20:00:00+00:00, 2023-10-18T18:00:00+00:00, 2023-10-19T19:00:00+00:00, 2023-10-23T19:00:00+00:00, 2023-10-24T15:00:00+00:00, 2023-10-24T20:00:00+00:00, 2023-10-25T16:00:00+00:00, 2023-10-25T19:00:00+00:00, 2023-10-30T16:00:00+00:00, 2023-11-01T16:00:00+00:00, 2023-11-02T18:00:00+00:00, 2023-11-13T17:00:00+00:00, 2023-11-13T20:00:00+00:00]","[2023-10-16T19:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-19T16:00:00+00:00, 2023-10-23T18:00:00+00:00, 2023-10-23T20:00:00+00:00, 2023-10-24T19:00:00+00:00, 2023-10-25T15:00:00+00:00, 2023-10-25T18:00:00+00:00, 2023-10-30T15:00:00+00:00, 2023-10-31T20:00:00+00:00, 2023-11-02T16:00:00+00:00, 2023-11-06T21:00:00+00:00, 2023-11-13T19:00:00+00:00]","[13.0, 8.0, 4.0, 10.0, 1.0, 4.0, 1.0, 2.0, 13.0, 10.0, 6.0, 13.0, 2.0]","[0.25, 0.062000000000001165, 0.5499999999999972, 0.08500000000000085, 0.03999999999999915, 0.015000000000000568, 0.08899999999999864, 0.379999999999999, -0.018000000000000682, 0.4299999999999997, 0.46999999999999886, 0.370000000000001, 0.3470000000000013]","[1.128158844765343, 0.28107716021398665, 2.5380710659898345, 0.3838338225333071, 0.1775410563692816, 0.06613465014770323, 0.3956083033293267, 1.7109410175596533, -0.0801424755120244, 1.909413854351686, 1.9957537154989335, 1.5448851774530312, 1.4517006233527228]",2023-11-14 06:44:00,1.220643205651414346099110829
WAB,ALGO_ADX_28,6,6,0,1.8442,6.0000,1.7232,1.4461714940992483,1.0,2023-11-13 15:00:00+00:00,4,ADX_28_P1.5_L1.5_AV_1H_STOCK_RESULTS,"[2023-10-30T15:00:00+00:00, 2023-11-01T17:00:00+00:00, 2023-11-02T17:00:00+00:00, 2023-11-08T17:00:00+00:00, 2023-11-09T16:00:00+00:00, 2023-11-10T17:00:00+00:00, 2023-11-13T16:00:00+00:00]","[2023-10-31T16:00:00+00:00, 2023-11-02T16:00:00+00:00, 2023-11-03T16:00:00+00:00, 2023-11-09T15:00:00+00:00, 2023-11-10T16:00:00+00:00, 2023-11-13T15:00:00+00:00]","[7.0, 6.0, 6.0, 5.0, 7.0, 5.0]","[1.519999999999996, 4.090000000000003, 3.0799999999999983, 0.6850000000000023, 1.5949999999999989, 0.09499999999999886]","[1.4484467314655958, 3.907518868825837, 2.8285425658921834, 0.626400256046822, 1.4438962567329008, 0.08455718736092467]",2023-11-14 19:18:59,1.321821935242010395345607508
ASX,ALGO_EMA_RSI_ADX_BB_CGPT,7,7,0,0.0480,1.0000,0.6253,0.25789813023856173,1.0,2023-10-23 15:00:00+00:00,25,EMA_RSI_ADX_BB_P1.5_L.5_AVR_1H_STOCK_RESULTS,"[2023-10-13T16:00:00+00:00, 2023-10-13T18:00:00+00:00, 2023-10-13T20:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-20T15:00:00+00:00, 2023-10-20T21:00:00+00:00]","[2023-10-13T17:00:00+00:00, 2023-10-13T19:00:00+00:00, 2023-10-16T15:00:00+00:00, 2023-10-18T18:00:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-10-23T15:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.004999999999999893, 0.0129999999999999, 0.22999999999999954, 0.020000000000000462, 0.009999999999999787, 0.03500000000000014, 0.022999999999999687]","[0.06485084306095841, 0.16960208741030527, 3.002610966057435, 0.25789813023856173, 0.12919896640826598, 0.45219638242894233, 0.30057501306847473]",2023-11-14 22:46:42,0.6254799350980300931877501895
CALX,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.2283,1.1667,0.5207,0.3906810184802496,1.0,2023-10-19 15:00:00+00:00,29,EMA_RSI_ADX_BB_P1.5_L.5_AVR_1H_STOCK_RESULTS,"[2023-10-03T16:00:00+00:00, 2023-10-03T19:00:00+00:00, 2023-10-04T15:00:00+00:00, 2023-10-12T18:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-18T20:00:00+00:00]","[2023-10-03T18:00:00+00:00, 2023-10-03T20:00:00+00:00, 2023-10-04T16:00:00+00:00, 2023-10-12T19:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-19T15:00:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.1599999999999966, 0.18500000000000227, 0.25, 0.09999999999999432, 0.03999999999999915, 0.6350000000000051]","[0.3631411711302691, 0.41822086583023005, 0.5694760820045558, 0.22660321776567938, 0.09113693324219446, 1.4557542411737854]",2023-11-14 22:50:40,1.141585153972351347614549864
UTL,ALGO_EMA_RSI_ADX_BB_CGPT,6,6,0,0.1425,1.1667,0.3096,0.1975639204175836,1.0,2023-11-13 17:00:00+00:00,4,EMA_RSI_ADX_BB_P1.5_L.5_AVR_1H_STOCK_RESULTS,"[2023-10-20T20:00:00+00:00, 2023-10-27T17:00:00+00:00, 2023-10-27T19:00:00+00:00, 2023-10-30T15:00:00+00:00, 2023-10-30T17:00:00+00:00, 2023-11-13T16:00:00+00:00]","[2023-10-23T16:00:00+00:00, 2023-10-27T18:00:00+00:00, 2023-10-27T20:00:00+00:00, 2023-10-30T16:00:00+00:00, 2023-10-30T18:00:00+00:00, 2023-11-13T17:00:00+00:00]","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.2849999999999966, 0.03499999999999659, 0.06499999999999773, 0.09000000000000341, 0.0899999999999963, 0.29000000000000625]","[0.6296255384955188, 0.07593838142763416, 0.14193689267386772, 0.197889182058055, 0.19723865877711222, 0.6149279050042542]",2023-11-14 23:29:30,1.315237823838660344268723397
STIP,ALGO_EMA_RSI_ADX_BB_CGPT,8,8,0,0.1196,1.3750,0.1244,0.015487474506492597,1.0,2023-11-10 19:00:00+00:00,7,EMA_RSI_ADX_BB_P1.5_L.5_AVR_1H_STOCK_RESULTS,"[2023-10-13T15:00:00+00:00, 2023-10-17T18:00:00+00:00, 2023-10-18T16:00:00+00:00, 2023-10-25T15:00:00+00:00, 2023-10-30T21:00:00+00:00, 2023-11-09T18:00:00+00:00, 2023-11-09T20:00:00+00:00, 2023-11-10T18:00:00+00:00]","[2023-10-13T16:00:00+00:00, 2023-10-17T19:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-25T16:00:00+00:00, 2023-10-31T16:00:00+00:00, 2023-11-09T19:00:00+00:00, 2023-11-10T16:00:00+00:00, 2023-11-10T19:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 2.0, 1.0, 3.0, 1.0]","[0.0049999999999954525, 0.009999999999990905, 0.015000000000000568, 0.0010000000000047748, 0.8160000000000025, 0.04000000000000625, 0.05499999999999261, 0.015000000000000568]","[0.005146680391143029, 0.010327911179954458, 0.015497468746771947, 0.0010314169606254254, 0.8499203199700054, 0.041207376120331984, 0.056721497447525, 0.015477480266213248]",2023-11-14 23:25:43,0.4025243808778631361419697622
ASX,ALGO_EMA_RSI_ADX_BB_CGPT,7,7,0,0.0480,1.0000,0.6253,0.25789813023856173,1.0,2023-10-23 15:00:00+00:00,25,EMA_RSI_ADX_BB_P1.5_L1.5_AVR_1H_STOCK_RESULTS,"[2023-10-13T16:00:00+00:00, 2023-10-13T18:00:00+00:00, 2023-10-13T20:00:00+00:00, 2023-10-18T17:00:00+00:00, 2023-10-18T19:00:00+00:00, 2023-10-20T15:00:00+00:00, 2023-10-20T21:00:00+00:00]","[2023-10-13T17:00:00+00:00, 2023-10-13T19:00:00+00:00, 2023-10-16T15:00:00+00:00, 2023-10-18T18:00:00+00:00, 2023-10-18T20:00:00+00:00, 2023-10-20T16:00:00+00:00, 2023-10-23T15:00:00+00:00]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]","[0.004999999999999893, 0.0129999999999999, 0.22999999999999954, 0.020000000000000462, 0.009999999999999787, 0.03500000000000014, 0.022999999999999687]","[0.06485084306095841, 0.16960208741030527, 3.002610966057435, 0.25789813023856173, 0.12919896640826598, 0.45219638242894233, 0.30057501306847473]",2023-11-14 10:46:52,0.6254799350980300931877501895
